# Populated places used to name carpool stops. GENERATED FILE — do not edit.
# Regenerate with scripts/generate-places.mjs (see that file for the source data).
#
# Source: GeoNames (https://www.geonames.org/), licensed CC BY 4.0.
# Norway: every populated place. Sweden: those within 150 km of Norway.
#
# One place per line: name|latitude|longitude
Vika, Vega|65.6167|11.9167
Vika, Orkland|63.2167|9.5667
Vika, Røros|62.6667|11.5333
Vika, Rendalen|61.7667|11.1667
Vika, Åmot|61.3167|11.8
Vika, Oslo|59.9167|10.7333
Vik, Sortland|68.7622|15.2883
Vik, Hadsel|68.6177|14.8661
Vik, Vågan|68.3167|14.1
Vik, Vestvågøy|68.1947|13.5489
Vik, Saltdal|67.1247|15.3827
Vik, Nesna|66.2017|12.963
Vik, Sømna|65.3125|12.1673
Vik, Flatanger|64.456|10.7592
Vik, Åfjord|64.2667|10.3667
Vik, Aure|63.2|8.6167
Vik, Ålesund|62.4945|6.3289
Vik, Sykkylven|62.3833|6.5833
Vik, Vanylven|62.1|5.75
Vik, Askvoll|61.35|5.1667
Vik, Osterøy|60.4501|5.6153
Vik, Flå|60.4333|9.45
Vik, Kvinnherad|59.7294|5.6958
Vik, Tysvær|59.3|5.6833
Vik, Drangedal|59.1|8.9
Vik, Klepp|58.713|5.5307
Vigtil, Frosta|63.6167|10.7667
Vigrestad, Hå|58.571|5.6818
Vigre, Hå|58.65|5.6
Vigmostad, Lindesnes|58.2|7.35
Viglesdal, Hjelmeland|59.1667|6.4167
Viggja, Skaun|63.3452|9.9908
Vigelandsbruk, Vennesla|58.2333|7.9667
Vikeland, Vennesla|58.2522|7.9643
Vigeland, Lindesnes|58.0844|7.305
Vidrek, Narvik|68.3905|17.1416
Virak, Sirdal|58.5784|6.6842
Vidnes, Skiptvet|59.4333|11.1833
Viddal, Ørsta|62.1402|6.6151
Vibstad, Overhalla|64.4755|11.9271
Vive, Steinkjer|64.0182|11.563
Via, Sunnfjord|61.45|5.9
Vevring, Sunnfjord|61.5|5.4
Vevle, Vang|61.15|8.8167
Vevle, Osterøy|60.5|5.5
Vevelstad|65.6978|12.4371
Vevang, Hustadvika|63.0028|7.2884
Veum, Lillehammer|61.15|10.3667
Veum, Fyresdal|59.2847|8.0904
Vettås, Alver|60.5906|5.1808
Vestvoll, Vindafjord|59.5333|5.7167
Vestvik, Inderøy|63.8833|10.9667
Vestvik, Sveio|59.6164|5.4103
Vestvågan, Vefsn|65.9333|12.7333
Vestre Gausdal, Gausdal|61.2|10.15
Vestre Askerøy, Tvedestrand|58.6119|9.0611
Vestrå, Vindafjord|59.4833|5.5667
Vestpollen, Vågan|68.3288|14.6971
Vestli, Trysil|61.2333|12.0333
Vestgard, Målselv|69.2167|18.6333
Vestgard, Sørreisa|69.05|17.9833
Vestgard, Stor-Elvdal|61.532|11.0403
Vestfossen, Øvre Eiker|59.7325|9.868
Vestersjø, Hjelmeland|59.25|6.0333
Veste, Etne|59.6461|5.8531
Vestbygd, Farsund|58.0999|6.587
Vestby, Trysil|61.2493|12.0351
Vestby, Trysil|61.1833|12.15
Vestby, Eidsvoll|60.25|11.1833
Vestby, Gjerdrum|60.1|11.0167
Vestby, Øvre Eiker|59.8667|9.8
Vestby|59.6051|10.7523
Vestbøstad, Fitjar|59.9167|5.3167
Vestad, Trysil|61.3167|12.2667
Veslevangen, Tynset|62.2167|10.7333
Vesleng, Alvdal|62.1333|10.5667
Veslbu, Engerdal|61.8667|12.15
Vervik, Strand|59.1139|5.9703
Verstad, Nome|59.25|9.3667
Versland, Kvinesdal|58.4333|6.9833
Verpen, Asker|59.6722|10.5656
Verpe, Midt-Telemark|59.4215|8.8998
Verp, Øvre Eiker|59.8667|9.9167
Verkland, Gulen|60.95|5.4167
Verket, Senja|69.4167|17.1667
Gloppen|61.8102|6.1532
Vere, Farsund|58.125|6.6092
Verdal|63.7933|11.4817
Vera, Verdal|63.8022|12.346
Veo, Osterøy|60.4833|5.5667
Venset, Fauske|67.2571|15.1909
Vennesund, Sømna|65.2168|12.0446
Vennesla|58.2686|7.9731
Venneshamn, Inderøy|63.8748|11.0415
Venndalsjorda, Vestvågøy|68.2333|13.8667
Venna, Malvik|63.3333|10.8833
Vengsøya, Tromsø|69.8252|18.5136
Venåsen, Sør-Fron|61.65|9.9667
Venabygd, Ringebu|61.593|10.0523
Vemundvik, Namsos|64.5177|11.542
Vemundstad, Indre Fosen|63.5|10.0833
Vemork, Tinn|59.8667|8.4833
Veme, Ringerike|60.2063|10.0864
Velta, Åsnes|60.6406|12.2768
Velsvik, Volda|62.2|5.8833
Velle, Sykkylven|62.3|6.65
Veldre, Ringsaker|60.9|10.8667
Velbe, Steinkjer|64.1167|11.4
Veland, Alver|60.6667|5.4167
Vela, Suldal|59.45|6.25
Veka, Suldal|59.5|6.5333
Veines, Steinkjer|64.1354|11.7096
Veiholmen, Smøla|63.5189|7.9534
Vehus, Vinje|59.6333|8.0333
Vegusdal, Birkenes|58.5786|8.1472
Vegsundet, Ålesund|62.4343|6.3579
Vegset, Grane|65.5345|13.404
Veggli, Rollag|60.0423|9.1548
Veggjeland, Kvinesdal|58.4667|7.0333
Vegge, Lyngdal|58.2|7.1333
Vegheim, Midt-Telemark|59.4069|9.2554
Veen, Bjerkreim|58.75|6.2167
Vedstøl, Gjerstad|58.85|8.9167
Vedhus, Åmli|58.6833|8.4167
Veblungsnes, Rauma|62.5532|7.664
Vebenstad, Averøy|63.0106|7.5838
Vebostad, Kvæfjord|68.7524|16.1381
Veabygda, Karmøy|59.2876|5.2183
Vea, Bø|68.6833|14.55
Vaulen, Orkland|63.1833|9.5333
Vaulen, Stavanger|58.95|5.75
Vaulemo, Lyngdal|58.25|7.35
Våtvoll, Kvæfjord|68.5708|15.7961
Vatvet, Rakkestad|59.3|11.4167
Vatnstraum, Iveland|58.4167|8.0833
Vatnfjord, Vågan|68.35|14.4667
Vatne, Ålesund|62.5583|6.6171
Vatne, Gulen|61.05|5.0833
Vatne, Sandnes|58.8562|5.787
Vatne, Hægebostad|58.4833|7.2
Austre Vatne, Lindesnes|58.0776|7.6078
Vatndal, Hadsel|68.5667|14.75
Vatnar, Midt-Telemark|59.5|9.1333
Vatnamoholmane, Hå|58.4833|5.8167
Vatnahalsen, Aurland|60.7333|7.15
Vatlandsvåg, Suldal|59.4117|6.0246
Vatland, Suldal|59.4167|6.0333
Vatland, Kvinesdal|58.4167|7
Vaterland, Fredrikstad|59.1981|10.95
Vassvika, Hadsel|68.5|14.8833
Vassvika, Sørfold|67.4745|15.2229
Vassvika, Rødøy|66.4574|13.317
Vasstveit, Tinn|59.8333|9.0167
Vasstun, Ullensvang|60.05|6.5667
Vassli, Heim|63.2333|9.25
Vassli, Orkland|63.2167|9.6333
Vassjorda, Senja|69.1139|17.2755
Vasshauglia, Senja|69.2333|17.85
Vasshaug, Senja|69.2667|18.2167
Vasshaug, Senja|69.2335|17.8459
Vassenden, Sunnfjord|61.4929|6.1127
Vassenden, Hyllestad|61.25|5.2167
Vassenden, Voss|60.65|6
Vassenden, Bygland|58.664|7.8217
Vassel, Alver|60.6167|5.4333
Vassdal, Meløy|66.8|13.6
Vassdal, Leirfjord|66.1833|13.3167
Vassdal, Osterøy|60.5167|5.65
Vassbygdi, Aurland|60.8744|7.3369
Vassbotnfjell, Saltdal|66.9898|15.4995
Vassbotn, Saltdal|66.983|15.4415
Vass, Ål|60.6894|8.3612
Farsjø, Kragerø|58.9525|9.3267
Vartdal, Ørsta|62.3005|6.0822
Nordre Vartdal, Ørsta|62.3247|6.1433
Varøya, Nærøysund|64.8102|11.3478
Varlo, Øvre Eiker|59.7833|9.8667
Vårkinn, Dovre|62.0167|9.2167
Vårhus, Holtålen|62.8167|11.2
Varhaug, Hå|58.6181|5.657
Vareid, Flakstad|68.1167|13.35
Vardvik, Karlsøy|70.05|18.9
Vårdal, Lyngdal|58.45|7.3667
Vardaberg, Stavanger|59.0333|5.7167
Var, Sandefjord|59.2053|10.3372
Vanvik, Suldal|59.5469|6.3625
Vanse, Farsund|58.0981|6.6918
Vannbu, Siljan|59.35|9.6667
Vannareid, Karlsøy|70.2|19.6167
Vangsvika, Senja|69.1706|17.7342
Vangsnes, Vik|61.1745|6.6352
Vangshylla, Inderøy|63.8403|11.0918
Vangshamn, Senja|69.4752|18.0215
Vangsgjelta, Os|62.55|11.1
Vangsbygdi, Ulvik|60.4926|6.8541
Vangrøfta, Os|62.5271|11.0593
Vangen, Enebakk|59.8167|11
Vang, Senja|69.4667|18
Vandaskog, Sveio|59.5333|5.2833
Valvikja, Kinn|61.5167|4.9167
Valvika, Bodø|67.398|14.6532
Valvik, Hjelmeland|59.2167|6.0667
Valvatna, Stord|59.7667|5.4167
Valvåg, Frøya|63.6833|8.4667
Valsøyfjord, Heim|63.1333|8.4833
Valsøybotn, Heim|63.1|8.6333
Valøya, Nærøysund|64.9089|10.7842
Valnes, Bodø|67.2|14.4667
Vallesvær, Lillesand|58.2167|8.3
Vallestad, Kinn|61.5167|4.9667
Vallersneset, Alver|60.7105|5.0366
Valler, Seljord|59.5|8.65
Valler, Porsgrunn|59.1333|9.6833
Valle, Vestvågøy|68.3167|14.0167
Valle, Bodø|67.3|14.65
Valle, Gildeskål|67|13.9833
Valle|59.2126|7.5356
Valle, Bamble|58.9333|9.5667
Valle, Tvedestrand|58.65|8.9667
Valle, Lindesnes|58.0833|7.3333
Valldal, Fjord|62.2978|7.2637
Vallabotn, Hemnes|66.1333|13.8167
Valla, Meløy|66.8|13.5
Valla, Hemnes|66.1333|13.8
Valla, Vega|65.7|11.8833
Valheim, Hjelmeland|59.15|6.25
Valfjord, Sortland|68.7|15.15
Valevatn, Sirdal|58.9167|6.7333
Valevåg, Sveio|59.6995|5.4724
Valestrand, Osterøy|60.5054|5.429
Våler|60.6712|11.8348
Våler, Nes|60.2333|11.3167
Valen, Vågan|68.302|15.0233
Valen, Aure|63.2667|8.5
Valen, Kvinnherad|59.8317|5.7838
Vålebru, Ringebu|61.5333|10.15
Valebjørg, Fyresdal|59.0667|8.2667
Valebø, Skien|59.3127|9.3318
Våle, Drangedal|59.1667|9
Valderhaug, Giske|62.4977|6.1225
Øvre Valberg, Vestvågøy|68.1938|13.9327
Valberg, Leirfjord|66.0333|12.95
Vålaug, Nannestad|60.25|10.9833
Vålåsjø, Dovre|62.1833|9.4333
Våland, Stavanger|58.95|5.7333
Valand, Lindesnes|58.05|7.5667
Valåmoen, Hemnes|66.0871|13.8077
Vål, Åmot|61.05|11.3833
Vaksdal|60.4768|5.7407
Vaka, Vindafjord|59.6333|5.7833
Våje, Vestvågøy|68.1667|13.5
Våje, Kristiansand|58.1|7.9667
Vågan, Bodø|67.2967|14.8494
Vaksvika, Ålesund|62.4523|6.8988
Vågsvåg, Kinn|61.9374|5.0478
Vagstad, Askvoll|61.3667|5.2833
Vågsli, Vinje|59.7676|7.3672
Vågo, Øygarden|60.3889|5.1264
Vagnill, Midtre Gauldal|62.9167|10.2
Vågland, Heim|63.1194|8.2825
Vågenes, Alver|60.6769|4.9497
Vågen, Tingvoll|63.05|8.0667
Vågen, Sande|62.2167|5.6667
Våge, Rødøy|66.7167|13.3
Våge, Kinn|61.9374|5.0524
Våge, Fjaler|61.2667|5.0333
Våge, Kvinnherad|60.1|5.9833
Våge, Tysnes|60.0435|5.5227
Våge, Austevoll|59.9856|5.0789
Våge, Kvinnherad|59.85|5.7
Våge, Sveio|59.5|5.3167
Våge, Karmøy|59.3423|5.2754
Våge, Arendal|58.5667|8.8333
Våge, Flekkefjord|58.2167|6.55
Våge, Lindesnes|57.9833|7.05
Vågbø, Tingvoll|62.9239|8.28
Vågane, Askvoll|61.45|5.2333
Vågan, Senja|69.1965|17.9446
Vågan, Hitra|63.45|9.2667
Vågan, Heim|63.4|8.95
Vågåmo, Vågå|61.8751|9.0967
Våge, Sveio|59.5433|5.4419
Våga, Karmøy|59.2833|5.3642
Våg, Gildeskål|67.1267|14.0591
Våg, Dønna|66.1366|12.5554
Våg, Vevelstad|65.7034|12.4114
Våg, Sømna|65.2667|12.15
Våg, Nærøysund|64.8167|11.3167
Våg, Aure|63.2859|8.5406
Våg, Tysvær|59.4633|5.4679
Væting, Birkenes|58.4667|8.2667
Værvågen, Larvik|58.9833|9.8333
Værøy|67.6667|12.65
Værnes, Rødøy|66.6833|13.2333
Vadsteinsvika, Kristiansund|63.0761|7.7141
Vadla, Hjelmeland|59.3333|6.4333
Vadla, Hjelmeland|59.15|6.2
Vadheim, Høyanger|61.2091|5.8253
Vadfoss, Kragerø|58.8919|9.345
Vada, Steinkjer|64.0167|11.2167
Vad, Sigdal|60.0333|9.6833
Vadbu, Alver|60.7418|5.2337
Vå, Vinje|59.75|7.8167
Uvdal, Nore og Uvdal|60.2667|8.7333
Uvåg, Bø|68.6667|14.6667
Utvorda, Flatanger|64.5932|10.9573
Utvik, Steinkjer|64.0833|11.3333
Uttian, Frøya|63.7779|8.88
Utsund, Kviteseid|59.3833|8.5167
Utstrand, Kvæfjord|68.8083|16.1023
Utskarpen, Rana|66.2881|13.6366
Utskår, Bø|68.8|14.6333
Utsira|59.3057|4.8862
Utsikten, Ullensvang|59.9|6.6167
Utro, Åfjord|64.1833|10.2167
Utne, Ullensvang|60.4227|6.6245
Uthella, Alver|60.6617|4.9789
Uthaug, Ørland|63.7263|9.5928
Utgård, Hvaler|59.0799|10.8748
Utenga, Dyrøy|69.05|17.5333
Uteid, Hamarøy|68.0836|15.5931
Utbjoa, Vindafjord|59.6775|5.6064
Utåker, Kvinnherad|59.7858|5.9017
Ustaoset, Hol|60.4983|8.0427
Ustan, Orkland|63.2836|9.7869
Ustad, Asker|59.6333|10.4833
Usland, Lindesnes|58.1833|7.55
Uskedalen, Kvinnherad|59.933|5.8634
Urke, Ørsta|62.2129|6.5669
Urdland, Voss|60.6833|6.5833
Urdaneset, Askvoll|61.4167|5.15
Urdane, Kinn|61.65|5
Uran, Flatanger|64.4144|10.6394
Urda, Vågan|68.25|14.2833
Urda, Ringerike|60.55|9.85
Urd, Strand|59.1167|6.0667
Uppstad, Valle|59.15|7.5333
Uppsal, Drangedal|59.1|8.9333
Uppkvitno, Voss|60.6833|6.5
Oppheim, Ål|60.6721|8.6814
Unset, Rendalen|61.967|11.1031
Unstad, Vestvågøy|68.2673|13.5876
Unneset, Askvoll|61.4167|5.0333
Unndal, Rennebu|62.8167|10.0333
Undredal, Aurland|60.9501|7.1018
Undheim, Time|58.6823|5.7778
Undertun, Gulen|60.9833|5.1
Ulbegiedde, Narvik|68.2427|16.3589
Ulvik, Hyllestad|61.2333|5.1833
Ulvik|60.5679|6.9165
Ulvevne, Vindafjord|59.555|5.5681
Ulvestad, Volda|62.1696|5.9311
Ulvestad, Vestre Slidre|61.05|9.0667
Ulven, Inderøy|63.85|11.1333
Ulven, Ringsaker|60.9833|10.65
Ulven, Eidsvoll|60.4833|11.25
Ulven, Bjørnafjorden|60.2058|5.4497
Ulvastad, Sogndal|61.3|6.5667
Ulvangen, Leirfjord|66.0667|12.75
Ulvan, Hitra|63.6667|9.0333
Ulvsvåg, Hamarøy|68.1189|15.8713
Ulsteinvik, Ulstein|62.3432|5.8487
Ulstein|62.3606|5.8217
Ulnes, Nord-Aurdal|61|9.1
Ulvågen, Vågan|68.2799|14.9321
Ulltong, Sunnfjord|61.4833|5.7833
Ullevål Hageby, Oslo|59.9438|10.7334
Ulleren, Sør-Odal|60.2167|11.6333
Ulleren, Øvre Eiker|59.7833|9.9
Ullandhaug, Stavanger|58.95|5.7333
Ulland, Samnanger|60.3833|5.8
Ulland, Flesberg|59.75|9.6833
Ullaland, Sunnfjord|61.5667|5.8167
Ulla, Ålesund|62.6833|6.2
Ulefoss, Nome|59.2824|9.2655
Uleberg, Evje og Hornnes|58.6|7.6667
Ulebåsen, Nore og Uvdal|60.1833|9
Ula, Larvik|59.0252|10.1846
Ukvitno, Voss|60.6167|6.2167
Ukleiv, Dovre|62.05|9.15
Uglestad, Hustadvika|62.9|7.4833
Uglenes, Austevoll|60.0167|5.25
Uggdal, Tysnes|60.004|5.5288
Ufsvatn, Vegårshei|58.7333|8.6667
Udsogn, Kristiansand|58.2333|7.8167
Udland, Lindesnes|58.1167|7.2333
Ubergsmoen, Vegårshei|58.6803|8.8221
Ualand, Lund|58.5333|6.3667
Tyve, Oppdal|62.6167|9.5833
Tytingevågen, Kinn|61.9|5.0833
Tysvær|59.332|5.4898
Tysso, Voss|60.6333|5.8833
Tysseland, Samnanger|60.3833|5.8
Tyssedal, Fjaler|61.3333|5.2667
Tyssedal, Ullensvang|60.1163|6.5591
Tysse, Fjaler|61.35|5.2667
Tysso, Osterøy|60.6184|5.5862
Tysse, Samnanger|60.374|5.7595
Tysse, Suldal|59.3833|6.2333
Tysnes, Hamarøy|68.2595|15.9545
Tysnes|60.05|5.55
Tysdal, Hjelmeland|59.1|6.1667
Tørvikbygd, Kvam|60.3016|6.1691
Tyristrand, Ringerike|60.0855|10.097
Tyri, Nome|59.2667|9.1167
Tynset|62.2759|10.7824
Tynning, Gulen|61|5.4333
Tyndrom, Nordre Land|60.85|10
Tyldal, Tynset|62.1333|10.8
Tvete, Sarpsborg|59.25|11.2333
Tverrvik, Beiarn|67.0441|14.5682
Tverrås, Steinkjer|64.1|11.2333
Tverrånes, Rana|66.3167|14.1667
Tverrå, Fauske|67.3047|15.4176
Tverrå, Hemnes|66.05|14.1
Tverrå, Gjesdal|58.8667|6.5833
Tvenningen, Meløy|66.8333|13.4167
Tveitsund, Nissedal|59.0188|8.5242
Tveitogrend, Vinje|59.5751|7.955
Tveito, Alver|60.65|5.3333
Tveitereid, Kragerø|58.9167|9.3333
Tveiten, Rollag|60.05|9.1333
Tveiten, Tokke|59.5|8.1667
Tveiten, Midt-Telemark|59.45|9.3333
Tveitebø, Valle|59.2315|7.5603
Tveite, Tokke|59.4333|8.1667
Tveite, Tvedestrand|58.65|8.9333
Tveite, Birkenes|58.3|8.25
Tveitavoll, Etne|59.7167|5.8333
Tveitane, Midt-Telemark|59.4|8.95
Tveitan, Porsgrunn|59.1167|9.6833
Tveita, Suldal|59.3833|5.9833
Tveit, Hyllestad|61.1167|5.35
Tveit, Gulen|61|5.2
Tveiten, Alver|60.5436|5.1586
Tveit, Eidfjord|60.5|7.2
Tveit, Askøy|60.4667|5.15
Tveit, Ullensvang|60.3667|6.6833
Tveit, Bjørnafjorden|60.1333|5.7667
Tveit, Ullensvang|60.1167|6.5667
Tveit, Ullensvang|59.95|6.6167
Tveit, Tysnes|59.95|5.5167
Tveit, Kviteseid|59.4|8.45
Tveit, Nome|59.3333|9
Tveit, Hjelmeland|59.2667|6.4
Tveit, Drangedal|59.1333|9.1
Tveit, Hjelmeland|59.1333|6.2667
Tveit, Nissedal|59.0333|8.5333
Tveit, Gjerstad|58.85|9.1
Tveit, Åmli|58.765|8.536
Tveit, Åseral|58.5667|7.4667
Tveit, Kristiansand|58.2337|8.122
Tveisme, Ullensvang|60.4333|6.75
Tveide, Arendal|58.5333|8.8167
Tvedestrand|58.622|8.9315
Tveidalen, Larvik|59.0308|9.8567
Tuvnes, Frøya|63.7333|8.6167
Tuvenget, Tynset|62.2667|10.7333
Tuve, Sogndal|61.1833|6.5333
Tuva, Øksnes|68.8167|15.15
Tuva, Aure|63.3167|8.6167
Tuv, Bodø|67.221|14.6367
Tuv, Hemsedal|60.8794|8.4851
Tusvik, Sykkylven|62.4|6.4833
Tustervatnet, Hemnes|65.8167|13.8667
Tuset, Selbu|63.1167|11.3
Turøy, Øygarden|60.4494|4.9228
Turifit, Tinn|59.8667|8.4
Tunsberg, Gulen|60.9|4.9667
Tunnsjørørvika, Raarvihke - Røyrvik|64.795|13.3897
Tunnsjøen, Lierne|64.6829|13.6492
Tunnhovd, Nore og Uvdal|60.462|8.7657
Tunheim, Vanylven|62.0833|5.5833
Tunheim, Kinn|61.6|5.4
Tunheim, Time|58.6833|5.75
Tungesvik, Etne|59.7333|6.0333
Tunge, Randaberg|59.0333|5.5833
Tunes, Bergen|60.4167|5.5
Tune, Ål|60.6|8.4833
Tune, Sarpsborg|59.2833|11.0833
Tuft, Kongsberg|59.5|10
Tu, Klepp|58.75|5.65
Trysnes, Kristiansand|58.0566|7.7108
Innbygda, Trysil|61.3148|12.2637
Tryland, Lindesnes|58.2167|7.3333
Tvørsland, Lindesnes|58.3683|7.5537
Tryggestad, Stranda|62.0833|6.8
Trydal, Bykle|59.3243|7.3478
Try, Kristiansand|58.1048|7.659
Trovatn, Vinje|59.5667|8.2
Trovåg, Solund|61.0007|4.7206
Trovåg, Vindafjord|59.5453|5.5564
Trosby, Bamble|58.9667|9.6167
Trosavik, Eigersund|58.4833|5.8833
Trontveit, Nissedal|59.0925|8.4856
Tronstad, Indre Fosen|63.6833|10.6333
Tronstad, Lier|59.8822|10.2433
Trønnes, Stor-Elvdal|61.5566|11.0135
Trones, Beiarn|66.9259|14.7752
Trones, Namsskogan|64.7422|12.845
Trondsgard, Hol|60.6667|7.9
Trondrud, Øvre Eiker|59.8167|9.8667
Trondheim|63.4305|10.3951
Tromvik, Tromsø|69.777|18.399
Tromsø|69.6489|18.9551
Tromsnes, Ringebu|61.45|10.2
Tromsdalen, Tromsø|69.65|19.0167
Trollvika, Senja|69.2667|18
Trolldalen, Fredrikstad|59.1464|10.9396
Trolla Bruk, Trondheim|63.45|10.3167
Trofors, Grane|65.5333|13.4063
Trøe, Lillesand|58.2|8.2667
Trøan, Tynset|62.3|10.6
Troålia, Beiarn|66.9177|14.7596
Tro, Alstahaug|65.7976|12.5397
Trisett, Tokke|59.4333|8.1833
Treungen, Nissedal|59.0206|8.5202
Trettnes, Smøla|63.3333|8.05
Tretten, Øyer|61.3142|10.3007
Trengereiddal, Bergen|60.4167|5.6333
Trengereid, Bergen|60.4277|5.6234
Trengereid, Øygarden|60.2731|5.0608
Tregde, Lindesnes|58.01|7.5579
Trefjord, Flatanger|64.4619|10.7892
Treeikrem, Tingvoll|62.9833|8.05
Tredal, Høyanger|61.0667|5.6167
Tredal, Lindesnes|58.0667|7.3333
Traut, Nord-Odal|60.45|11.45
Tranvikan, Hitra|63.5981|9.0276
Tranøya, Hamarøy|68.1835|15.6622
Tranhaug, Nordre Land|60.7833|10.1333
Tranevåg, Farsund|58.05|6.95
Tråne, Kristiansand|58.0667|7.6667
Tranby, Lier|59.8085|10.2611
Tranås, Namsos|64.6333|11.1833
Trana, Steinkjer|64.0045|11.5198
Tråk, Bamble|59.1|9.5833
Tråen, Rollag|60.0167|9.3
Trælland, Alver|60.6986|5.2011
Trældal, Narvik|68.4736|17.6419
Træland, Kvinesdal|58.3667|6.9833
Træet, Askøy|60.5087|5.0855
Træet, Samnanger|60.3667|5.7
Trå, Ullensvang|60.35|6.4
Tøyen, Oslo|59.9149|10.7678
Tovik, Tjeldsund|68.6802|16.8689
Toverud, Grue|60.5333|12.0667
Toverud, Gran|60.4167|10.3833
Toverud, Aurskog-Høland|59.9167|11.5
Toven, Molde|62.7961|8.1217
Tøttdalen, Namsos|64.4438|11.152
Totland, Lierne|64.2572|13.715
Totland, Kinn|61.9333|5.3833
Totland, Alver|60.6283|5.265
Totland, Bergen|60.3167|5.45
Torsteinsvik, Øygarden|60.4917|4.9381
Tosterud, Eidsvoll|60.4333|11.1833
Toska, Alver|60.6427|4.9664
Tosebygda, Indre Østfold|59.6385|11.2343
Tosbotn, Brønnøy|65.326|12.9581
Torvikbukt, Gjemnes|62.9436|7.8574
Torvik, Surnadal|62.9667|8.5
Torvik, Rauma|62.5667|7.6167
Torvetjørn, Vinje|59.75|8.1833
Torud, Tynset|62.1333|10.8167
Torsvikvågen, Dønna|66.2|12.55
Torsteinbu, Vindafjord|59.4667|6.05
Torstad, Nærøysund|64.9|11.35
Torsnes, Vindafjord|59.5167|5.8167
Torsli, Senja|69.2|17.6667
Torsland, Åseral|58.65|7.4333
Torsken, Senja|69.3387|17.1055
Torshus, Orkland|63.2667|9.7833
Torsetnes, Aure|63.25|8.55
Torset, Aure|63.2333|8.5833
Torset, Hemsedal|60.8333|8.6
Torsby, Modum|60|9.9667
Torsæter, Ringsaker|60.9333|10.9667
Tørring, Steinkjer|64.15|11.2833
Tørrem, Ørland|63.8135|9.7072
Torpo, Ål|60.6644|8.7194
Torp, Fredrikstad|59.2437|11.0226
Torp, Sandefjord|59.1797|10.2425
Torød, Færder|59.1803|10.4405
Tornes, Hustadvika|62.8417|7.0298
Tornes, Suldal|59.6833|6.75
Tørnes, Drangedal|59.1|9
Tørnby, Aurskog-Høland|59.7441|11.8058
Torjul, Tingvoll|62.9833|8.25
Tørhogg, Åfjord|63.9653|9.9822
Torget, Brønnøy|65.4333|12.1
Torgauten, Fredrikstad|59.1667|10.8667
Toredalen, Vindafjord|59.6667|5.5833
Tørberget, Trysil|61.1333|12.1
Toranger, Austevoll|60.1156|5.1521
Tonvall, Nordre Land|60.8167|10.0833
Tønsvik, Tromsø|69.7475|19.1768
Tønsvik, Nesna|66.25|12.7667
Tonstad, Sirdal|58.6626|6.7169
Tønsnes, Tromsø|69.7333|19.1
Tønsberg|59.2675|10.4076
Tonnes, Lurøy|66.514|13.0144
Tønjum, Lærdal|61.0584|7.5184
Ton, Modum|60.0333|9.9833
Tomter, Indre Østfold|59.6591|10.9949
Tomstad, Farsund|58.15|6.65
Tomra, Vestnes|62.5812|6.9311
Tømmervik, Senja|69.0566|16.8568
Tømmerdalen, Trondheim|63.4334|10.2725
Tømmerdal, Saltdal|66.9484|15.2943
Tømmeråsen, Harstad|68.75|16.3833
Tomeidet, Nesna|66.2667|12.7333
Tomasjorda, Tromsø|69.6667|19.0167
Tomasbakken, Tromsø|69.5667|19.2167
Tomb, Råde|59.3194|10.8052
Tolga|62.409|10.9988
Ytre Tokle, Rauma|62.581|7.7499
Tokheim, Ullensvang|60.0847|6.5306
Togstad, Nes|60.2333|11.5667
Tofto, Alver|60.65|5.45
Toftevåg, Kvinnherad|59.8|5.7333
Toften, Øksnes|68.8667|15.2833
Tofte, Sunndal|62.65|8.7833
Tofte, Dovre|62|9.25
Tofte, Sør-Fron|61.5333|9.9667
Tofte, Asker|59.5427|10.5614
Tøfte, Hvaler|59|11.0667
Tofta, Senja|69.55|17.6
Tofta, Harstad|68.8|16.5
Tofte, Brønnøy|65.4676|12.1333
Tofta, Øygarden|60.1977|5.0586
Tofsrud, Lillestrøm|59.9333|11.1833
Tofte, Tjeldsund|68.4167|16.1167
Todalsøra, Surnadal|62.8181|8.6886
Todalen, Aure|63.2008|8.6875
Tobru, Gjøvik|60.8013|10.5396
To, Sel|61.7667|9.5
To, Hjartdal|59.6|8.6167
Tjuvskjær, Gratangen|68.7211|17.4157
Tjura, Grue|60.4371|12.0985
Tjugum, Sogndal|61.2167|6.55
Tjøtta, Alstahaug|65.8226|12.4284
Tjørve, Farsund|58.0833|6.6
Tjørvåg, Herøy|62.2832|5.7308
Tjørnsøya, Nærøysund|64.8667|10.75
Tjørndalen, Vestvågøy|68.2167|13.8833
Tjørhom, Sirdal|58.8888|6.8512
Tjore, Grimstad|58.3167|8.5167
Tjoraberga, Sola|58.9167|5.6
Tjønneland, Sunnfjord|61.5|5.9667
Tjønnegrend, Vinje|59.6191|7.9935
Tjong, Rødøy|66.6856|13.4504
Tjøme, Færder|59.1109|10.3933
Tjoflot, Ullensvang|60.45|6.6333
Tjernagel, Sveio|59.6244|5.3369
Tjelta, Sola|58.8415|5.5977
Tjellesvik, Lund|58.4167|6.5667
Tjelle, Molde|62.7667|7.9
Tjeldstø, Øygarden|60.5962|4.8445
Tjaum, Lindesnes|58.0345|7.2908
Tjaldal, Åseral|58.7938|7.4877
Tjærstad, Leirfjord|66.0333|12.95
Titran, Frøya|63.6678|8.3064
Molvika, Hamarøy|68.2367|15.9657
