# Populated places used to name carpool stops. GENERATED FILE — do not edit.
# Regenerate with scripts/generate-places.mjs (see that file for the source data).
#
# Source: GeoNames (https://www.geonames.org/), licensed CC BY 4.0.
# Norway: every populated place. Sweden: those within 150 km of Norway.
#
# One place per line: name|latitude|longitude
Novelandet, Bremanger|61.8068|4.9126
Lia, Kristiansand|58.1321|7.714
Turrvik, Stad|61.92|5.7885
Kleivset, Kristiansand|58.1224|7.6685
Hopland, Stryn|61.8676|6.3134
Veslebygda, Stryn|61.9458|6.9404
Botn, Skjåk|61.9672|7.8298
Gjøingslie, Skjåk|61.9207|8.1156
Langleitsgrendi, Skjåk|61.9146|8.1431
Ramstadstrondi, Skjåk|61.8826|8.3909
Lundagrende, Skjåk|61.8736|8.2925
Skjåkstrondi, Skjåk|61.8774|8.3733
Bersrudstrondi, Skjåk|61.8753|8.3968
Geilostrondi, Skjåk|61.8704|8.451
Sterringje, Lom|61.9298|8.7757
Veslsætre, Lom|61.8612|8.831
Skårvangssætrin, Vågå|61.9606|8.9851
Finntryu, Vågå|61.8907|9.0597
Kleppdalen, Lom|61.8318|8.8534
Sagdalen, Sel|61.8357|9.3948
Reiregrende, Vågå|61.7974|9.2261
Raphamn, Sel|61.7934|9.5993
Småtjørnsætrane, Stor-Elvdal|61.8336|10.3675
Vestgrenda, Rendalen|61.8969|11.0754
Bersetvollen, Rendalen|61.8306|11.0313
Misterdalen, Rendalen|61.8759|11.352
Fiskevollen, Rendalen|61.9645|11.5384
Åkerådalen, Rendalen|61.9537|11.5195
Bergesætra, Engerdal|61.7527|11.9384
Øvre-Mo, Ørsta|62.197|6.149
Indre Mo, Ørsta|62.1893|6.149
Øy, Ørsta|62.2245|6.2659
Myklebust, Ørsta|62.2042|6.2507
Rebbestad, Ørsta|62.1965|6.2338
Kvistad, Ørsta|62.1936|6.4184
Leira, Ørsta|62.1224|6.5868
Oaldsbygda, Stranda|62.1611|7.0342
Nysætri, Skjåk|62.0146|7.7753
Sausæter, Lesja|62.1049|8.5991
Sjong, Lesja|62.218|8.87
Tandesætri, Lesja|62.2002|8.8737
Nysætri, Lesja|62.1977|8.9246
Kjøremsgrendi, Lesja|62.0941|9.05
Høgsætre, Lesja|62.0619|9.0298
Maningsætrin, Dovre|62.0147|9.152
Børsungsætrin, Folldal|62.2067|9.6662
Gardsenden, Dovre|62.1451|9.2249
Nordgardan, Folldal|62.18|9.8263
Søgardan, Folldal|62.1708|9.8337
Nordre Bjørnåssætran, Folldal|62.2353|10.228
Sivilvangan, Tynset|62.2319|10.5615
Strømsøyan, Alvdal|62.2084|10.6564
Tronsvangene, Alvdal|62.1407|10.6686
Lian, Alvdal|62.1235|10.5347
Plassmoen, Alvdal|62.1253|10.565
Tangen, Alvdal|62.1205|10.4069
Moan, Alvdal|62.1161|10.5798
Haugan, Alvdal|62.1121|10.5543
Baugen, Alvdal|62.0927|10.624
Trondsjøvangan, Tynset|62.2091|10.7332
Unsetbrenna, Rendalen|62.0256|11.084
Heggland, Bygland|58.9759|7.5877
Tveit, Bygland|58.9787|7.6069
Tyssagardane, Ålesund|62.4761|6.7176
Ytre Hatlen, Ålesund|62.4608|6.2677
Emblem, Ålesund|62.4362|6.436
Leirvåg, Sula|62.4223|6.3247
Fauske, Sykkylven|62.4062|6.5675
Blindheim, Sykkylven|62.3759|6.5779
Lande, Ålesund|62.4827|6.8536
Vestre, Ålesund|62.4614|6.8731
Skjøllungsstad, Lindesnes|58.0686|7.3881
Småbakkan, Folldal|62.34|9.9936
Dølisætran, Folldal|62.3299|9.9319
Kvannbergvollan, Tolga|62.4835|10.8034
Osvollane, Os|62.4768|11.1187
Oslia, Os|62.4705|11.0735
Anvissætrane, Os|62.4648|11.1298
Røsstad, Kristiansand|58.074|7.6853
Toljelia, Tolga|62.4588|11.0421
Hørtdalen, Os|62.4647|11.0747
Bjønnkuvvollan, Tolga|62.4461|11.0618
Hummelvoll, Os|62.4472|11.1249
Vingelssætra, Tolga|62.4461|10.8858
Klettvollan, Tolga|62.4395|11.033
Brennvollan, Os|62.4259|11.1687
Røden, Tolga|62.4193|10.8673
Haugan, Tolga|62.4159|10.9795
Røseplassen, Tolga|62.4075|10.9909
Knappåsvollan, Tolga|62.4044|11.154
Kvennan, Tolga|62.3727|10.8986
Langsætran, Tynset|62.352|10.7252
Ytre Åsen, Tynset|62.3393|10.8032
Hansælan, Tynset|62.2936|10.7392
Utby, Tynset|62.2945|10.7501
Utgard, Tynset|62.2867|10.7613
Østby, Tynset|62.2857|10.7679
Hugudalsvangan, Tynset|62.2563|10.8833
Nordvika, Røros|62.424|11.9387
Kleivagrend, Bygland|58.9248|7.7549
Sandnes, Bygland|58.8889|7.726
Nogva, Ålesund|62.6707|6.3381
Selskjær, Kristiansand|58.0558|7.7109
Holmemstranda, Rauma|62.6259|7.5361
Liabygda, Rauma|62.5623|7.8264
Såttåhaugen, Os|62.6304|10.8394
Gammelsætra, Os|62.6017|11.1044
Brøttet, Os|62.5775|10.9438
Vangen, Os|62.5445|11.1017
Nordervollen, Os|62.5288|10.987
Kroken, Røros|62.6741|11.4051
Høsøya, Røros|62.539|11.3094
Aureosen, Hustadvika|62.8139|7.1008
Visnes, Hustadvika|62.9541|7.4018
Steinsgrenda, Averøy|62.9596|7.4853
Øygarden, Hustadvika|62.9522|7.4118
Silnes, Hustadvika|62.9383|7.4346
Silset, Hustadvika|62.9331|7.4439
Vigebo, Kristiansand|58.0405|7.6735
Kvalvåg, Gjemnes|62.9687|7.9828
Stølbygda, Tingvoll|62.8951|8.2005
Toftenes, Lindesnes|58.0232|7.3989
Almåsen, Holtålen|62.8507|11.2719
Graftås, Holtålen|62.8274|11.3507
Tjønnefoss, Nissedal|58.9751|8.5225
Sjøbygda, Selbu|63.2418|10.8256
Labbi, Selbu|63.2006|10.9534
Nekkåbjørga, Selbu|63.1022|11.3398
Haukåsen, Trondheim|63.395|10.3234
Gimsan, Melhus|63.2807|10.2581
Beitstad, Stjørdal|63.4795|10.9974
Ystines, Stjørdal|63.4607|10.9904
Kjørkbyen, Meråker|63.4433|11.6479
Måsøyvalen, Frøya|63.7086|8.5089
Flatval, Frøya|63.667|8.3029
Kvernhusvika, Hitra|63.6373|8.7999
Grindvika, Hitra|63.562|9.1953
Utstrand, Ørland|63.7259|9.6225
Fitjan, Ørland|63.7021|9.7143
Nordlandet, Ørland|63.6738|9.4248
Egddalen, Gjerstad|58.8727|9.0127
Leira, Indre Fosen|63.6|10.0007
Størdal, Orkland|63.56|9.781
Sørgrenda, Frosta|63.5455|10.6777
Ekne, Levanger|63.7007|11.0384
Sundebru, Gjerstad|58.8381|9.0872
Åsanfeltet, Stjørdal|63.5136|11.3715
Kåvik, Frøya|63.8644|8.6495
Aunegrenda, Holtålen|62.9521|11.2575
Nøra, Holtålen|62.8428|11.3039
Krokbygda, Sunndal|62.5744|9.1422
Fjellgardan, Sunndal|62.5125|9.0531
Norddyrøy, Frøya|63.7995|8.6957
Bakken, Malvik|63.3668|10.7612
Rypdal, Vestnes|62.5051|7.1418
Ytre Midsund, Molde|62.681|6.6715
Indre Midsund, Molde|62.6721|6.6754
Nerland, Molde|62.7158|6.7266
Madsøygrenda, Leka|65.0648|11.6974
Troset, Levanger|63.631|11.3163
Dalsbygda, Steinkjer|64.1392|11.4896
Ytre Valebø, Skien|59.2919|9.3824
Håskjold, Volda|62.1787|6.0216
Gussiås, Molde|62.8066|7.8452
Moen, Brønnøy|65.4791|12.3331
Sør-Skjomen, Narvik|68.1878|17.3175
Storvika, Hamarøy|68.0906|16.0963
Strummbo, Hamarøy|68.0782|16.0999
Bjørnarem, Molde|62.6932|6.6306
Uglvik, Molde|62.7075|6.696
Ramsvik, Molde|62.6571|6.6169
Åsen, Meråker|63.2727|11.8044
Kluksdal, Meråker|63.2889|11.9017
Klevgardan, Oppdal|62.5817|9.1849
Nørekalvatn, Volda|62.0381|6.4136
Øygårdan, Åfjord|64.18|10.2373
Vettavika, Åfjord|64.2381|10.2901
Sildavuohppi, Sørfold|67.6901|15.8449
Elenjorda, Sørfold|67.7109|15.8546
Biesaidgohppi, Porsanger|70.4361|25.6166
Čuolovuotna, Porsanger|70.3625|25.4714
Østerkløft, Fauske|67.3845|15.3442
Børselvnes, Porsanger|70.3261|25.4152
Vækker, Porsanger|70.2955|25.5191
Bjørgan, Grong|64.3961|12.3276
Brandvik, Ørland|63.7639|9.6873
Løvdal, Gratangen|68.7875|17.3445
Bjørkebakken, Dyrøy|69.0347|17.7355
Grasmyrbotn, Senja|69.2701|17.9016
Kvannlia, Senja|69.2729|17.7908
Nybygda, Senja|69.2657|17.7309
Ratvika, Åfjord|63.9738|10.0106
Kjønnøya, Bamble|58.9411|9.6222
Bløfeta, Molde|62.6836|6.6387
Yttergård, Salangen|68.9004|17.7883
Indregård, Salangen|68.8977|17.7945
Sommerset, Salangen|68.8709|17.7392
Áhkávuonnjárgga, Narvik|68.208|16.4803
Avki, Narvik|68.2064|16.412
Straumsbotn, Senja|69.389|17.399
Straumen, Narvik|68.0912|16.6834
Skveiren, Sørfold|67.6885|15.8137
Skog, Ibestad|68.7558|17.1389
Breivika, Ibestad|68.811|17.1848
Askgrenda, Lier|59.8122|10.2026
Hennumtorget, Lier|59.8243|10.269
Sommarset, Hamarøy|68.1944|16.04
Stranda, Ørland|63.8486|9.8598
Vuolle-Smájlle, Hamarøy|67.9044|16.1967
Baddje-Smájlle, Hamarøy|67.9024|16.1965
Dimbarásvuodna, Narvik|68.1645|16.4759
Doaresgáddi, Narvik|68.2224|16.4813
Skrivarneset, Vestvågøy|68.1397|13.6361
Moneset, Vestvågøy|68.1376|13.6269
Tabakken, Vestvågøy|68.1436|13.8272
Øver-Steine, Vestvågøy|68.1212|13.7827
Bermestaden, Lillesand|58.1268|8.2077
Kilvik, Meløy|66.7317|13.9008
Roavvegieddi, Tana|69.9167|27.0395
Leavvajohka, Tana|69.9325|26.4523
Ulshus, Kristiansand|58.1133|7.6369
Tofteland lier, Kristiansand|58.1145|7.838
Leire, Kristiansand|58.094|7.7799
Indre Øyna, Lyngdal|58.0263|7.0143
Øvre Øyna, Lyngdal|58.0238|7.0164
Ytre Berge, Lyngdal|58.1372|7.0584
Søndre Bjørnestad, Farsund|58.1095|6.8822
Udestad, Farsund|58.1022|6.8787
Austgården, Lindesnes|58.0345|7.2908
Lian, Lindesnes|58.0765|7.3308
Skaue, Lindesnes|58.1613|7.5564
Monan, Lindesnes|58.3953|7.5248
Stokkland, Andøy|68.9816|15.5631
Hamran, Meråker|63.401|11.8062
Dovreskogen, Dovre|61.9209|9.3353
Rotneberget, Grue|60.4651|12.381
Sølsnes, Molde|62.6856|7.4548
Kuhaugen, Fredrikstad|59.1826|11.0755
Nervika, Inderøy|63.8122|10.9939
Hamre, Kristiansand|58.193|8.0845
Åmot, Skiptvet|59.4532|11.157
Berga, Skiptvet|59.4202|11.1344
Kringla, Steinkjer|63.961|11.4473
Perteng, Kåfjord|69.5148|20.784
Gáiskeriidi, Kåfjord|69.5296|20.5268
Kjerringdalen, Kåfjord|69.4946|20.5047
Veltan, Molde|62.7206|6.7178
Bru, Nordre Follo|59.7791|10.9113
Strømskroken, Bardu|68.7816|18.1572
Nytrøen, Målselv|69.0307|18.5933
Hyllbrua, Steinkjer|63.9952|11.865
Vålaugmoen, Nannestad|60.2654|10.9824
Grasmogrenda, Nannestad|60.232|11.0805
Øygardsstranda, Risør|58.7002|9.1687
Spitengrenda, Kongsberg|59.6957|9.6385
Hovden hyttegrend, Bykle|59.5789|7.3895
Stubberud, Drammen|59.7267|10.0871
Blåfjellet, Ås|59.6542|10.8024
Lier, Ås|59.6493|10.797
Solhaug, Ås|59.7193|10.805
Vinterbru, Ås|59.7421|10.7826
Vollholen, Ås|59.6341|10.848
Tandbergløkka, Ås|59.7017|10.8475
Nergjerdet, Surnadal|62.9897|8.6727
Furulund, Vestby|59.5921|10.7528
Sorgenfri, Vestby|59.5919|10.7288
Glenne, Vestby|59.5826|10.7866
Bergli, Vestby|59.5597|10.7755
Fjell, Vestby|59.562|10.7772
Krusebyen, Vestby|59.5985|10.7257
Sylte, Surnadal|62.9848|8.6913
Nedre Buhagan, Surnadal|62.9818|8.7266
Harehøgda, Enebakk|59.7638|10.9943
Fagerås, Enebakk|59.7345|11.1689
Burstad, Enebakk|59.7345|11.1688
Brattli, Enebakk|59.8395|11.1425
Høgda, Enebakk|59.835|11.1291
Sjølyst, Aurskog-Høland|59.7139|11.3955
Solum, Aurskog-Høland|59.7282|11.4084
Oppsal, Rælingen|59.9013|11.0924
Fjell, Rælingen|59.9032|11.0918
Myrvoll, Rælingen|59.9059|11.0918
Vestby, Rælingen|59.9124|11.0902
Haug, Rælingen|59.9149|11.0819
Løvlia, Rælingen|59.904|11.094
Berg, Rælingen|59.9419|11.0592
Borgen, Rælingen|59.9433|11.0564
Trollykkja, Rælingen|59.8956|11.1128
Buret, Rælingen|59.8947|11.1141
Oppvestby, Rælingen|59.8705|11.0836
Fjellstad, Rælingen|59.861|11.0934
Fiskebygda, Rælingen|59.8642|11.1044
Tomter, Rælingen|59.8579|11.0951
Dølahaugen, Rælingen|59.8701|11.0963
Flaen, Rælingen|59.8642|11.1029
Løkka, Rælingen|59.8591|11.0931
Nyland, Rælingen|59.9393|11.0638
Tangen, Rælingen|59.9362|11.0709
Kroken, Lillestrøm|60.0143|11.0258
Tuterud, Lillestrøm|59.9835|11.0142
Dalheim, Lillestrøm|59.977|11.0579
Nybråten, Lillestrøm|59.9862|11.131
Ilajordet, Lørenskog|59.9139|10.945
Østlia, Lørenskog|59.9237|10.9345
Svingen, Lørenskog|59.9281|10.9344
Tynes, Lørenskog|59.9347|10.9778
Lille Østby, Lørenskog|59.9248|10.997
Pokerskogen, Lørenskog|59.9286|10.9523
Løkenhagen, Lørenskog|59.9165|10.9496
Fjellstad, Lørenskog|59.9395|11.0074
Rasten, Nordre Follo|59.8126|10.8002
Båtsleppa, Nordre Follo|59.8075|10.7978
Nordre Ødegården, Nordre Follo|59.8043|10.8219
Ryberg, Nordre Follo|59.7697|10.8256
Sandvollen, Oslo|59.8396|10.812
Granås, Oslo|59.8411|10.8112
Rønning, Oslo|59.8339|10.8392
Bjerkli, Oslo|59.8462|10.8418
Granberg, Oslo|59.8276|10.8385
Nyjordet, Oslo|59.8272|10.8392
Tørtberg, Oslo|59.8225|10.8358
Bakkan, Åfjord|64.1589|10.1774
Godheim, Oslo|59.8771|10.7607
Brekkestranda, Oslo|59.9698|10.7798
Solvang hagekoloni, Oslo|59.9548|10.7276
Turtermarka, Oslo|60.0156|10.7711
Risbakken, Engerdal|61.8329|11.9508
Leitet, Sandnes|58.8188|5.6763
Grytinggrend, Gjerstad|58.8305|9.0552
Syrstadgrenda, Skaun|63.2475|10.0427
Furuvika, Skaun|63.3238|10.1199
Ustjåren, Orkland|63.2794|9.7625
Vermundsjøen, Åsnes|60.7066|12.3705
Mosvald, Åmli|58.8599|8.3243
Vestaberget, Rendalen|61.8801|11.0712
Sorknesfeltet, Grue|60.5356|12.0899
Steinsvåg, Bømlo|59.7352|5.2227
Hindrem, Indre Fosen|63.5896|10.416
Vassås, Holmestrand|59.485|10.0908
Svingen, Tokke|59.4132|8.0196
Flatvoll, Nordreisa|69.7891|21.0494
Kjølebrønn, Kragerø|58.8311|9.2751
Voje, Drangedal|59.0648|9.0722
Kilegrend, Fyresdal|59.0091|8.2744
Likroken, Heim|63.2364|9.0704
Måremgrende, Tinn|59.9968|8.7476
Mogane, Vinje|59.6814|7.8092
Elveng, Ørland|63.8039|10.1078
Vullošnjárga, Karasjok|69.4622|25.4807
Badjenjárga, Karasjok|69.4556|25.4734
Rávdojohknjárga, Karasjok|69.457|25.4425
Báhkiljohknjárga, Karasjok|69.4519|25.4142
Báhkiljohka, Karasjok|69.4462|25.4068
Vájamohkenjárga, Karasjok|69.4518|25.3877
Báktemohkenjárga, Karasjok|69.4445|25.3641
Háldenjárga, Karasjok|69.446|25.3436
Oazessainjárga, Karasjok|69.4378|25.3051
Sámmáljohnjálbmi, Karasjok|69.4345|25.2839
Vuollesainjárga, Karasjok|69.4366|25.2718
Spiinniidgieddi, Karasjok|69.44|25.3215
Riidonjárga, Karasjok|69.4603|25.5642
Mánnevárnjárga, Karasjok|69.4564|25.5897
Ájonjárga, Karasjok|69.4527|25.6059
Holganjárga, Karasjok|69.4387|25.6944
Vuollevuohpenjárga, Karasjok|69.4407|25.7431
Muotkkenjárga, Karasjok|69.4337|25.7614
Itkkonjárga, Karasjok|69.4398|25.7753
Ráidenjárga, Karasjok|69.429|25.8037
Gámehisnjárga, Karasjok|69.4128|25.8112
Dorvonjárga, Karasjok|69.4004|25.8275
Čoallejárnjárga, Karasjok|69.4156|25.1436
Buollánnjárga, Karasjok|69.3769|25.1531
Vuolitnjárga, Karasjok|69.6016|25.9589
Seilnes, Karasjok|69.5732|25.9157
Máreveadji, Karasjok|69.2002|25.6903
Vájamohkki, Karasjok|69.4567|25.4048
Iccemihásnjárga, Karasjok|69.4473|25.8181
Gárdat, Tana|70.0981|28.1034
Skifte, Gratangen|68.7188|17.4753
Jorrenjárga, Karasjok|69.4393|25.2423
Auna, Indre Fosen|63.5147|10.0353
Trevatn, Søndre Land|60.6268|10.5124
Holsgrenda, Oppdal|62.5818|9.378
Tørvesgrenda, Oppdal|62.6095|9.5136
Klettgrenda, Oppdal|62.614|9.5235
Dørremsgrenda, Oppdal|62.6146|9.5295
Storligrenda, Oppdal|62.6929|9.0951
Vollshagen, Holmestrand|59.5286|10.0821
Holmsbustøa, Asker|59.5533|10.4213
Husløs, Fredrikstad|59.2698|10.7533
Fjelli, Stryn|61.8374|6.4619
Rustadhøgda, Målselv|69.0558|18.4902
Snøve, Oppdal|62.5709|9.626
Sætersgrenda, Oppdal|62.6021|9.6629
Aunegrenda, Oppdal|62.6004|9.6758
Bjørkgrenda, Oppdal|62.6031|9.6884
Rønningsgrenda, Oppdal|62.6201|9.7516
Morkagardan, Oppdal|62.6096|9.777
Li-Gardan, Oppdal|62.6349|9.7776
Gorsetgrenda, Oppdal|62.6122|9.7265
Risgrenda, Oppdal|62.5283|9.6181
Losgrenda, Oppdal|62.5349|9.6295
Myran, Oppdal|62.6239|9.5638
Hoksengmoan, Oppdal|62.6055|9.5525
Veksvesmoan, Oppdal|62.6065|9.5865
Ust-Vognillsgrenda, Oppdal|62.6136|9.5777
Ørstad, Oppdal|62.5578|9.6146
Hevle, Oppdal|62.5586|9.6467
Nygård, Alta|70.2654|23.3765
Storengen, Alta|70.1321|22.9928
Stakenes, Skjervøy|70.0406|20.6195
Lognevatn, Åseral|58.7531|7.5103
Krageboen, Kristiansand|58.2446|8.1355
Stemmen, Vennesla|58.2484|7.8695
Tågvollan, Oppdal|62.6051|9.7309
Kuholmen, Kristiansand|58.1441|8.0238
Devika, Lierne|64.248|13.7521
Smeden, Ringerike|60.1775|10.3459
Synstlie, Vågå|61.8269|8.9884
Bustnes, Rana|66.2734|13.9014
Vesterelva, Vardø|70.4258|30.7185
Stranda, Hamarøy|68.2324|16.0606
Exmark, Sandefjord|59.1021|10.29
Fjelle, Strand|59.0236|6.0272
Stuguneset, Lierne|64.153|14.0148
Laukvik, Tjeldsund|68.5623|16.2332
Sundvik, Lierne|64.127|13.8888
Storbergvika, Lierne|64.1017|14.01
Bjørkmyr, Trondheim|63.3789|10.4349
Linneset, Lierne|64.064|14.0146
Sjuve, Sandefjord|59.1397|10.2759
Russeltvedt, Sandefjord|59.2065|10.2753
Hola, Færder|59.0728|10.4079
Velvika, Færder|59.0616|10.4013
Kviet, Færder|59.0778|10.4452
Austheim, Færder|59.0748|10.4421
Grimestadgrinda, Færder|59.1296|10.4028
Skytterhågen, Tjeldsund|68.553|16.3317
Småværet, Flatanger|64.4383|10.552
Prestjord, Narvik|68.5514|17.5294
Liagrenda, Rindal|63.1038|9.297
Belgefet, Nesbyen|60.5592|8.874
Holmeknappen, Alver|60.5257|5.1546
Bogehamn, Alver|60.6221|5.0839
Yttervågen, Osen|64.2962|10.2955
Holmbukta, Nordkapp|70.9889|25.9671
Ås-grenda, Orkland|63.0959|9.5978
Laksøybygda, Orkland|63.1546|9.5285
Máregohppi, Alta|70.2954|23.5358
Brekka, Vestvågøy|68.1077|13.549
Kimestad, Kristiansand|58.1515|7.7368
Eggan, Skaun|63.2795|10.0318
Guhkesluovttadálut, Kautokeino|69.1472|23.3947
Latræva, Smøla|63.5191|7.9532
Bellabakkan, Smøla|63.5184|7.9539
Ytre Lid, Sør-Varanger|69.74|30.1078
Været, Måsøy|71.0051|23.897
Bordvik, Lyngdal|58.0769|7.0163
Krokagrenda, Sunndal|62.8644|8.5035
Granavollen, Gran|60.3668|10.5286
Kroken, Sunndal|62.8635|8.5126
Gåppi, Måsøy|70.7143|24.5788
Skavika, Måsøy|70.7906|24.5693
Suotnjorohtu, Kautokeino|69.3773|24.2031
Rønningen, Asker|59.6339|10.6044
Ytre Torhop, Tana|70.4789|27.9977
Grautvika, Namsos|64.4543|11.4561
Kistrand, Fauske|67.3228|15.0906
Furustad, Sandefjord|59.1133|10.173
Friarfjord, Lebesby|70.4707|26.9151
Smistadgrenda, Trondheim|63.3691|10.3064
Bjørkan, Sunndal|62.6591|8.6462
Mårøyfjord, Lebesby|70.7544|27.3582
Strømmen, Lindesnes|58.0212|7.6276
Midtre Møll, Lindesnes|58.0825|7.5191
Skjølås, Østre Toten|60.5759|10.7598
Holtenga, Østre Toten|60.5816|10.7545
Rørvik, Fauske|67.3441|15.529
Lonkuselv, Sør-Varanger|69.7457|29.7661
Vatne, Farsund|58.0985|6.5877
Klefstadhaugen, Trondheim|63.4335|10.1832
Leiren, Grane|65.425|13.6607
Portebakken, Hole|60.0165|10.264
Bråtan, Hole|59.9947|10.2909
Rafjord, Gamvik|70.8312|28.2978
Vuollenjiđgu, Nesseby|70.1514|28.5587
Gorgŋehat, Nesseby|70.1752|28.7224
Løkenmoen, Hole|60.0777|10.2684
Bognelv, Alta|70.025|22.3061
Bråstad, Østre Toten|60.6116|10.7568
Leinetajet, Hole|60.0638|10.1778
Kolsås, Hole|60.0674|10.1913
Hurumkroken, Ringerike|60.1324|10.3492
Mikkelsøy, Alta|70.1384|23.3265
Aasbygden, Ringerike|60.2059|10.3689
Blåberget, Alta|70.0421|22.9293
Kløyva, Alta|70.0333|22.928
Myssa, Sokndal|58.4018|6.3998
Gjermundsby, Alta|70.1133|22.9869
Nedre Bugge, Luster|61.3006|7.3144
Kråknes, Alta|70.0282|23.0667
Dale, Luster|61.4416|7.4567
Pahtakorva, Alta|69.9454|23.2557
Nedre Aronnes, Alta|69.962|23.3409
Raipasin-tausta, Alta|69.9467|23.3628
Holmen, Alta|69.9397|23.287
Gransmarka, Østre Toten|60.6349|10.8058
Pelkiouta, Alta|69.9291|23.4485
Betholmen, Dyrøy|69.1146|17.6887
Starum, Østre Toten|60.6944|10.8946
Grindroa, Ringerike|60.2407|10.1652
Sagbakken, Ringerike|60.2412|10.2028
Somma, Ringerike|60.3121|10.1548
Sandmoen, Lierne|64.4814|13.3099
Båkinnenga, Østre Toten|60.731|10.8347
For, Harstad|68.8789|16.5272
Roheim, Midt-Telemark|59.4895|9.1564
Hallan, Verdal|63.7563|11.4686
Eklo, Verdal|63.7774|11.6267
Goppollsætrene, Ringebu|61.4484|10.5307
Husmmaroggi, Tjeldsund|68.5529|16.7172
Storvollen, Nærøysund|64.8396|11.2205
Storbukt, Kvænangen|69.7899|22.0534
Buvika, Nærøysund|64.8759|11.6722
Årstøl, Kristiansand|58.1381|7.7275
Mæra, Stjørdal|63.5069|10.8031
Skjervauran, Stjørdal|63.4851|10.787
Fløan, Stjørdal|63.5355|10.7887
Heggja, Stjørdal|63.5269|10.8156
Dregset, Stjørdal|63.5175|10.7993
Julan, Stjørdal|63.4131|10.9344
Dyvastrø, Stjørdal|63.4106|10.9497
Toppelbukt, Kvænangen|69.7399|22.0377
Granås, Stjørdal|63.3979|10.9587
Gevingås, Stjørdal|63.4414|10.885
Geving, Stjørdal|63.4326|10.9146
Bjørgan, Stjørdal|63.4342|10.9249
Voll, Stjørdal|63.5056|10.8618
Vollan, Stjørdal|63.4969|10.8793
Valstad, Stjørdal|63.4966|10.8563
Åsan, Stjørdal|63.4828|10.8844
Dølin, Stjørdal|63.4854|10.955
Skeiet, Stjørdal|63.389|11.0645
Lundan, Stjørdal|63.5077|11.0005
Island, Stjørdal|63.4938|11.118
Sokkelvik, Nordreisa|69.8378|20.9171
Pandurnes, Sør-Varanger|69.6708|30.3519
Øvergrende, Lom|61.8483|8.6102
Nørdre Stronde, Lom|61.848|8.6024
Vika, Steinkjer|64.0461|11.2092
Skarpnes, Steinkjer|63.9585|11.6121
Søre Stronde, Lom|61.8554|8.6394
Reinøysund, Sør-Varanger|69.7906|30.1817
Čohkkugieddi, Storfjord|69.3251|20.0182
Smedjordet, Alta|70.2147|23.1918
Finnfjellet, Dyrøy|69.0797|17.7532
Gumpedalen, Sørreisa|69.0467|17.9588
Tillermoen, Målselv|68.988|19.1519
Buoiluokta, Nesseby|70.0513|29.0542
Otterå, Salangen|68.8665|17.7855
Brennsvik, Hammerfest|70.5668|24.1417
Vinterelv, Hammerfest|70.5338|24.1363
Futbukt, Hammerfest|70.4682|24.318
Vaskinn, Harstad|68.8894|16.4454
Gotterik, Hammerfest|70.5167|24.2198
Kraknes, Tromsø|69.7649|19.0463
Hanselv, Hammerfest|70.5122|23.8434
Mosbronn, Orkland|63.0652|9.6242
Dombu, Orkland|63.0575|9.6495
Vollagrenda, Orkland|63.0527|9.698
Ikarnes, Hammerfest|70.5171|23.9606
Beretsjord, Hammerfest|70.4987|23.8979
Sjurelv, Tromsø|69.6845|18.6953
Steinskjærnes, Sør-Varanger|69.7564|29.8274
Reinelv, Nordkapp|70.7766|25.6274
Stranda, Nordkapp|70.7512|25.5891
Nylo, Vefsn|65.9459|13.1463
Sklett, Grong|64.4743|12.2061
Valdskrå, Grong|64.4673|12.1533
Aunet, Høylandet|64.8856|12.4596
Slettnes, Senja|69.3703|18.1069
Hollendernes, Målselv|69.2859|18.5346
Seljemoen, Sørreisa|69.2041|18.2353
Gran, Snåase - Snåsa|64.2312|12.3106
Mollan, Snåase - Snåsa|64.2614|12.5704
Ålmo, Snåase - Snåsa|64.2632|12.5561
Lenes, Heim|63.2591|9.0069
Merkeneset, Heim|63.2923|9.1143
Grøtvågen, Heim|63.3099|9.0827
Vikhals, Heim|63.4452|9.036
Gjengstøa, Heim|63.4462|9.0021
Østlandgrenda, Kragerø|58.8811|9.3922
Stolsmo, Heim|63.2392|9.072
Vika, Høylandet|64.5592|12.1422
Øy, Høylandet|64.7442|12.3465
Neskil, Arendal|58.4973|8.8557
Holmbukt, Lebesby|70.6709|26.607
Leirbukt, Lebesby|70.4823|27.1012
Øverbygda, Lebesby|70.573|27.0143
Store Torskefjord, Lebesby|70.6669|27.1765
Akselvoll, Molde|62.6976|6.6976
Hole, Molde|62.7084|6.7411
Sør Heggdal, Molde|62.6838|6.7704
Skogskroken, Halden|58.9153|11.5854
Indre Kjerringdal, Alta|70.0569|22.4562
Langfjord, Alta|70.0566|22.361
Heibø, Kragerø|58.9015|9.3793
Vestsida, Vadsø|70.1146|29.3171
Fugleberg, Vadsø|70.0988|29.4853
Nor, Kongsvinger|60.3463|12.0533
Husøya, Ørland|63.8203|9.4183
Myrskardet, Ørland|63.7675|9.7407
Tussegrend, Ørland|63.7346|9.8704
Steinvik, Ørland|63.8026|9.6478
Hellesvika, Ørland|63.8871|9.8983
Klakkagrenda, Ørland|63.7587|9.7921
Setergrenda, Ørland|63.7594|9.7997
Grøvet, Halden|58.899|11.5145
Melemsvika, Ørland|63.8449|9.71
